CMPET_RATE,HOUSE_MANAGE_NO,HOUSE_TY,MODEL_NO,PBLANC_NO,REQ_CNT,RESIDE_SECD,RESIDE_SENM,SUBSCRPT_RANK_CODE,SUPLY_HSHLDCO
-,2022000262,079.7180 ,01,2022000262,0,02,기타지역,2,43
2.78,2022000262,084.9075A,02,2022000262,278,01,해당지역,1,100
-,2022000262,084.9075A,02,2022000262,163,02,기타지역,1,100
-,2022000262,084.9075A,02,2022000262,0,01,해당지역,2,100
-,2022000262,084.9075A,02,2022000262,0,02,기타지역,2,100
(△42),2022000262,084.9613B,03,2022000262,48,01,해당지역,1,90
(△4),2022000262,084.9613B,03,2022000262,38,02,기타지역,1,90
38.50,2022000262,084.9613B,03,2022000262,154,01,해당지역,2,90
-,2022000262,084.9613B,03,2022000262,104,02,기타지역,2,90
3.32,2022000262,084.9644C,04,2022000262,249,01,해당지역,1,75
-,2022000262,084.9644C,04,2022000262,60,02,기타지역,1,75
-,2022000262,084.9644C,04,2022000262,0,01,해당지역,2,75
-,2022000262,084.9644C,04,2022000262,0,02,기타지역,2,75
(△15),2022000262,084.9863D,05,2022000262,11,01,해당지역,1,26
(△3),2022000262,084.9863D,05,2022000262,12,02,기타지역,1,26
24.00,2022000262,084.9863D,05,2022000262,72,01,해당지역,2,26
-,2022000262,084.9863D,05,2022000262,57,02,기타지역,2,26
4.04,2022000262,101.6822 ,06,2022000262,186,01,해당지역,1,46
-,2022000262,101.6822 ,06,2022000262,73,02,기타지역,1,46
-,2022000262,101.6822 ,06,2022000262,0,01,해당지역,2,46
-,2022000262,101.6822 ,06,2022000262,0,02,기타지역,2,46
3.74,2022000262,112.8004 ,07,2022000262,172,01,해당지역,1,46
-,2022000262,112.8004 ,07,2022000262,76,02,기타지역,1,46
-,2022000262,112.8004 ,07,2022000262,0,01,해당지역,2,46
-,2022000262,112.8004 ,07,2022000262,0,02,기타지역,2,46
4.08,2022000261,039.6755 ,01,2022000261,53,01,해당지역,1,13
-,2022000261,039.6755 ,01,2022000261,6,02,기타지역,1,13
-,2022000261,039.6755 ,01,2022000261,0,01,해당지역,2,13
-,2022000261,039.6755 ,01,2022000261,0,02,기타지역,2,13
24.19,2022000261,059.9920A,02,2022000261,653,01,해당지역,1,27
-,2022000261,059.9920A,02,2022000261,56,02,기타지역,1,27
-,2022000261,059.9920A,02,2022000261,0,01,해당지역,2,27
-,2022000261,059.9920A,02,2022000261,0,02,기타지역,2,27
19.70,2022000261,059.9870B,03,2022000261,197,01,해당지역,1,10
-,2022000261,059.9870B,03,2022000261,20,02,기타지역,1,10
-,2022000261,059.9870B,03,2022000261,0,01,해당지역,2,10
-,2022000261,059.9870B,03,2022000261,0,02,기타지역,2,10
25.40,2022000261,084.9976A,04,2022000261,4597,01,해당지역,1,181
-,2022000261,084.9976A,04,2022000261,273,02,기타지역,1,181
-,2022000261,084.9976A,04,2022000261,0,01,해당지역,2,181
-,2022000261,084.9976A,04,2022000261,0,02,기타지역,2,181
10.35,2022000261,084.9583B,05,2022000261,983,01,해당지역,1,95
-,2022000261,084.9583B,05,2022000261,95,02,기타지역,1,95
-,2022000261,084.9583B,05,2022000261,0,01,해당지역,2,95
-,2022000261,084.9583B,05,2022000261,0,02,기타지역,2,95
21.08,2022000261,112.9929 ,06,2022000261,1054,01,해당지역,1,50
-,2022000261,112.9929 ,06,2022000261,39,02,기타지역,1,50
-,2022000261,112.9929 ,06,2022000261,0,01,해당지역,2,50
-,2022000261,112.9929 ,06,2022000261,0,02,기타지역,2,50
53.79,2022000260,084.9719A,01,2022000260,3819,01,해당지역,1,71
-,2022000260,084.9719A,01,2022000260,443,02,기타지역,1,71
-,2022000260,084.9719A,01,2022000260,0,01,해당지역,2,71
-,2022000260,084.9719A,01,2022000260,0,02,기타지역,2,71
21.13,2022000260,084.9328B,02,2022000260,1606,01,해당지역,1,76
-,2022000260,084.9328B,02,2022000260,239,02,기타지역,1,76
-,2022000260,084.9328B,02,2022000260,0,01,해당지역,2,76
-,2022000260,084.9328B,02,2022000260,0,02,기타지역,2,76
3.84,2022000260,084.9576C,03,2022000260,265,01,해당지역,1,69
-,2022000260,084.9576C,03,2022000260,76,02,기타지역,1,69
-,2022000260,084.9576C,03,2022000260,0,01,해당지역,2,69
-,2022000260,084.9576C,03,2022000260,0,02,기타지역,2,69
12.45,2022000260,084.9812D,04,2022000260,137,01,해당지역,1,11
-,2022000260,084.9812D,04,2022000260,31,02,기타지역,1,11
-,2022000260,084.9812D,04,2022000260,0,01,해당지역,2,11
-,2022000260,084.9812D,04,2022000260,0,02,기타지역,2,11
13.38,2022000260,110.9400A,05,2022000260,1619,01,해당지역,1,121
-,2022000260,110.9400A,05,2022000260,115,02,기타지역,1,121
-,2022000260,110.9400A,05,2022000260,0,01,해당지역,2,121
-,2022000260,110.9400A,05,2022000260,0,02,기타지역,2,121
152.00,2022000257,059.6236A,01,2022000257,152,01,해당지역,1,1
-,2022000257,059.6236A,01,2022000257,0,02,기타지역,1,1
-,2022000257,059.6236A,01,2022000257,0,01,해당지역,2,1
-,2022000257,059.6236A,01,2022000257,0,02,기타지역,2,1
144.00,2022000257,059.7656B,02,2022000257,144,01,해당지역,1,1
-,2022000257,059.7656B,02,2022000257,0,02,기타지역,1,1
-,2022000257,059.7656B,02,2022000257,0,01,해당지역,2,1
-,2022000257,059.7656B,02,2022000257,0,02,기타지역,2,1
113.00,2022000257,074.9744B,03,2022000257,226,01,해당지역,1,2
-,2022000257,074.9744B,03,2022000257,0,02,기타지역,1,2
-,2022000257,074.9744B,03,2022000257,0,01,해당지역,2,2
-,2022000257,074.9744B,03,2022000257,0,02,기타지역,2,2
83.00,2022000257,074.7312C,04,2022000257,83,01,해당지역,1,1
-,2022000257,074.7312C,04,2022000257,0,02,기타지역,1,1
-,2022000257,074.7312C,04,2022000257,0,01,해당지역,2,1
-,2022000257,074.7312C,04,2022000257,0,02,기타지역,2,1
128.00,2022000257,083.7111 ,05,2022000257,256,01,해당지역,1,2
-,2022000257,083.7111 ,05,2022000257,0,02,기타지역,1,2
-,2022000257,083.7111 ,05,2022000257,0,01,해당지역,2,2
-,2022000257,083.7111 ,05,2022000257,0,02,기타지역,2,2
424.50,2022000257,084.7982 ,06,2022000257,849,01,해당지역,1,2
-,2022000257,084.7982 ,06,2022000257,0,02,기타지역,1,2
-,2022000257,084.7982 ,06,2022000257,0,01,해당지역,2,2
-,2022000257,084.7982 ,06,2022000257,0,02,기타지역,2,2
(△156),2022000254,084.9198A,01,2022000254,113,01,해당지역,1,269
(△141),2022000254,084.9198A,01,2022000254,15,02,기타지역,1,269
(△94),2022000254,084.9198A,01,2022000254,47,01,해당지역,2,269
(△84),2022000254,084.9198A,01,2022000254,10,02,기타지역,2,269
(△27),2022000254,084.9198B,02,2022000254,17,01,해당지역,1,44
(△24),2022000254,084.9198B,02,2022000254,3,02,기타지역,1,44
(△12),2022000254,084.9198B,02,2022000254,12,01,해당지역,2,44
(△9),2022000254,084.9198B,02,2022000254,3,02,기타지역,2,44
(△187),2022000254,084.9526C,03,2022000254,48,01,해당지역,1,235
(△183),2022000254,084.9526C,03,2022000254,4,02,기타지역,1,235
(△164),2022000254,084.9526C,03,2022000254,19,01,해당지역,2,235
(△164),2022000254,084.9526C,03,2022000254,0,02,기타지역,2,235
(△4),2022000253,046.4455 ,01,2022000253,1,01,해당지역,1,5
(△4),2022000253,046.4455 ,01,2022000253,0,02,기타지역,1,5
1.00,2022000253,046.4455 ,01,2022000253,4,01,해당지역,2,5
-,2022000253,046.4455 ,01,2022000253,0,02,기타지역,2,5
(△11),2022000253,049.6645 ,02,2022000253,2,01,해당지역,1,13
(△9),2022000253,049.6645 ,02,2022000253,2,02,기타지역,1,13
(△6),2022000253,049.6645 ,02,2022000253,3,01,해당지역,2,13
(△5),2022000253,049.6645 ,02,2022000253,1,02,기타지역,2,13
(△6),2022000253,051.3431 ,03,2022000253,1,01,해당지역,1,7
(△5),2022000253,051.3431 ,03,2022000253,1,02,기타지역,1,7
(△3),2022000253,051.3431 ,03,2022000253,2,01,해당지역,2,7
(△1),2022000253,051.3431 ,03,2022000253,2,02,기타지역,2,7
(△6),2022000253,053.9825 ,04,2022000253,1,01,해당지역,1,7
(△6),2022000253,053.9825 ,04,2022000253,0,02,기타지역,1,7
(△1),2022000253,053.9825 ,04,2022000253,5,01,해당지역,2,7
(△1),2022000253,053.9825 ,04,2022000253,0,02,기타지역,2,7
(△7),2022000253,055.2404 ,05,2022000253,1,01,해당지역,1,8
(△6),2022000253,055.2404 ,05,2022000253,1,02,기타지역,1,8
(△4),2022000253,055.2404 ,05,2022000253,2,01,해당지역,2,8
(△1),2022000253,055.2404 ,05,2022000253,3,02,기타지역,2,8
1.67,2022000253,057.0878 ,06,2022000253,10,01,해당지역,1,6
-,2022000253,057.0878 ,06,2022000253,5,02,기타지역,1,6
-,2022000253,057.0878 ,06,2022000253,12,01,해당지역,2,6
-,2022000253,057.0878 ,06,2022000253,2,02,기타지역,2,6
2.00,2022000252,098.9637 ,01,2022000252,2,01,해당지역,1,1
-,2022000252,098.9637 ,01,2022000252,0,02,기타지역,1,1
-,2022000252,098.9637 ,01,2022000252,0,01,해당지역,2,1
-,2022000252,098.9637 ,01,2022000252,0,02,기타지역,2,1
(△7),2022000252,099.0950A,02,2022000252,1,01,해당지역,1,8
(△7),2022000252,099.0950A,02,2022000252,0,02,기타지역,1,8
(△7),2022000252,099.0950A,02,2022000252,0,01,해당지역,2,8
(△6),2022000252,099.0950A,02,2022000252,1,02,기타지역,2,8
(△23),2022000252,099.0887B,03,2022000252,1,01,해당지역,1,24
(△23),2022000252,099.0887B,03,2022000252,0,02,기타지역,1,24
(△22),2022000252,099.0887B,03,2022000252,1,01,해당지역,2,24
(△20),2022000252,099.0887B,03,2022000252,2,02,기타지역,2,24
(△4),2022000252,099.0950C,04,2022000252,0,01,해당지역,1,4
(△4),2022000252,099.0950C,04,2022000252,0,02,기타지역,1,4
(△3),2022000252,099.0950C,04,2022000252,1,01,해당지역,2,4
(△3),2022000252,099.0950C,04,2022000252,0,02,기타지역,2,4
(△9),2022000252,099.0887D,05,2022000252,3,01,해당지역,1,12
(△9),2022000252,099.0887D,05,2022000252,0,02,기타지역,1,12
(△9),2022000252,099.0887D,05,2022000252,0,01,해당지역,2,12
(△9),2022000252,099.0887D,05,2022000252,0,02,기타지역,2,12
(△3),2022000252,099.6806E,06,2022000252,1,01,해당지역,1,4
(△3),2022000252,099.6806E,06,2022000252,0,02,기타지역,1,4
(△3),2022000252,099.6806E,06,2022000252,0,01,해당지역,2,4
(△3),2022000252,099.6806E,06,2022000252,0,02,기타지역,2,4
(△12),2022000252,099.9561F,07,2022000252,0,01,해당지역,1,12
(△12),2022000252,099.9561F,07,2022000252,0,02,기타지역,1,12
(△11),2022000252,099.9561F,07,2022000252,1,01,해당지역,2,12
(△11),2022000252,099.9561F,07,2022000252,0,02,기타지역,2,12
(△3),2022000252,099.0457G,08,2022000252,0,01,해당지역,1,3
(△2),2022000252,099.0457G,08,2022000252,1,02,기타지역,1,3
(△2),2022000252,099.0457G,08,2022000252,0,01,해당지역,2,3
(△1),2022000252,099.0457G,08,2022000252,1,02,기타지역,2,3
5.51,2022000251,084.9911A,01,2022000251,204,01,해당지역,1,123
13.77,2022000251,084.9911A,01,2022000251,224,02,기타지역,1,123
25.64,2022000251,084.9911A,01,2022000251,474,03,기타경기,1,123
-,2022000251,084.9911A,01,2022000251,0,01,해당지역,2,123
-,2022000251,084.9911A,01,2022000251,0,02,기타지역,2,123
-,2022000251,084.9911A,01,2022000251,0,03,기타경기,2,123
1.59,2022000251,084.9926B,02,2022000251,94,01,해당지역,1,196
3.23,2022000251,084.9926B,02,2022000251,143,02,기타지역,1,196
5.46,2022000251,084.9926B,02,2022000251,178,03,기타경기,1,196
-,2022000251,084.9926B,02,2022000251,168,01,해당지역,2,196
-,2022000251,084.9926B,02,2022000251,141,02,기타지역,2,196
-,2022000251,084.9926B,02,2022000251,247,03,기타경기,2,196
4.00,2022000251,084.9911C,03,2022000251,4,01,해당지역,1,2
-,2022000251,084.9911C,03,2022000251,13,02,기타지역,1,2
25.00,2022000251,084.9911C,03,2022000251,22,03,기타경기,1,2
-,2022000251,084.9911C,03,2022000251,0,01,해당지역,2,2
-,2022000251,084.9911C,03,2022000251,0,02,기타지역,2,2
-,2022000251,084.9911C,03,2022000251,0,03,기타경기,2,2
9.50,2022000251,084.9926D,04,2022000251,19,01,해당지역,1,5
33.00,2022000251,084.9926D,04,2022000251,20,02,기타지역,1,5
47.00,2022000251,084.9926D,04,2022000251,30,03,기타경기,1,5
-,2022000251,084.9926D,04,2022000251,0,01,해당지역,2,5
-,2022000251,084.9926D,04,2022000251,0,02,기타지역,2,5
-,2022000251,084.9926D,04,2022000251,0,03,기타경기,2,5
3.29,2022000251,099.9918A,05,2022000251,46,01,해당지역,1,48
8.88,2022000251,099.9918A,05,2022000251,86,02,기타지역,1,48
13.70,2022000251,099.9918A,05,2022000251,105,03,기타경기,1,48
-,2022000251,099.9918A,05,2022000251,0,01,해당지역,2,48
-,2022000251,099.9918A,05,2022000251,0,02,기타지역,2,48
-,2022000251,099.9918A,05,2022000251,0,03,기타경기,2,48
1.79,2022000251,099.9924B,06,2022000251,118,01,해당지역,1,220
5.00,2022000251,099.9924B,06,2022000251,202,02,기타지역,1,220
8.91,2022000251,099.9924B,06,2022000251,340,03,기타경기,1,220
-,2022000251,099.9924B,06,2022000251,108,01,해당지역,2,220
-,2022000251,099.9924B,06,2022000251,70,02,기타지역,2,220
-,2022000251,099.9924B,06,2022000251,119,03,기타경기,2,220
(△2),2022000250,030.6774A,01,2022000250,2,01,해당지역,1,4
4.50,2022000250,030.6774A,01,2022000250,9,02,기타지역,1,4
-,2022000250,030.6774A,01,2022000250,16,01,해당지역,2,4
-,2022000250,030.6774A,01,2022000250,44,02,기타지역,2,4
(△15),2022000250,030.8840B,02,2022000250,5,01,해당지역,1,20
(△1),2022000250,030.8840B,02,2022000250,14,02,기타지역,1,20
11.00,2022000250,030.8840B,02,2022000250,11,01,해당지역,2,20
-,2022000250,030.8840B,02,2022000250,67,02,기타지역,2,20
1.10,2022000250,044.7745 ,03,2022000250,22,01,해당지역,1,20
-,2022000250,044.7745 ,03,2022000250,111,02,기타지역,1,20
-,2022000250,044.7745 ,03,2022000250,0,01,해당지역,2,20
-,2022000250,044.7745 ,03,2022000250,0,02,기타지역,2,20
1.25,2022000250,059.8813A,04,2022000250,5,01,해당지역,1,4
-,2022000250,059.8813A,04,2022000250,96,02,기타지역,1,4
-,2022000250,059.8813A,04,2022000250,0,01,해당지역,2,4
-,2022000250,059.8813A,04,2022000250,0,02,기타지역,2,4
4.26,2022000250,059.9636B,05,2022000250,98,01,해당지역,1,23
-,2022000250,059.9636B,05,2022000250,0,02,기타지역,1,23
-,2022000250,059.9636B,05,2022000250,0,01,해당지역,2,23
-,2022000250,059.9636B,05,2022000250,0,02,기타지역,2,23
2.50,2022000250,059.9636C,06,2022000250,10,01,해당지역,1,4
-,2022000250,059.9636C,06,2022000250,178,02,기타지역,1,4
-,2022000250,059.9636C,06,2022000250,0,01,해당지역,2,4
-,2022000250,059.9636C,06,2022000250,0,02,기타지역,2,4
2.38,2022000250,065.2878 ,07,2022000250,19,01,해당지역,1,8
-,2022000250,065.2878 ,07,2022000250,149,02,기타지역,1,8
-,2022000250,065.2878 ,07,2022000250,0,01,해당지역,2,8
-,2022000250,065.2878 ,07,2022000250,0,02,기타지역,2,8
2.33,2022000250,075.8427 ,08,2022000250,14,01,해당지역,1,6
-,2022000250,075.8427 ,08,2022000250,318,02,기타지역,1,6
-,2022000250,075.8427 ,08,2022000250,0,01,해당지역,2,6
-,2022000250,075.8427 ,08,2022000250,0,02,기타지역,2,6
6.67,2022000250,080.5509A,09,2022000250,40,01,해당지역,1,6
-,2022000250,080.5509A,09,2022000250,0,02,기타지역,1,6
-,2022000250,080.5509A,09,2022000250,0,01,해당지역,2,6
-,2022000250,080.5509A,09,2022000250,0,02,기타지역,2,6
4.00,2022000250,080.5509B,10,2022000250,4,01,해당지역,1,1
-,2022000250,080.5509B,10,2022000250,0,02,기타지역,1,1
-,2022000250,080.5509B,10,2022000250,0,01,해당지역,2,1
-,2022000250,080.5509B,10,2022000250,0,02,기타지역,2,1
11.75,2022000250,084.7684A,11,2022000250,47,01,해당지역,1,4
-,2022000250,084.7684A,11,2022000250,0,02,기타지역,1,4
-,2022000250,084.7684A,11,2022000250,0,01,해당지역,2,4
-,2022000250,084.7684A,11,2022000250,0,02,기타지역,2,4
17.00,2022000250,084.9324B,12,2022000250,17,01,해당지역,1,1
-,2022000250,084.9324B,12,2022000250,0,02,기타지역,1,1
-,2022000250,084.9324B,12,2022000250,0,01,해당지역,2,1
-,2022000250,084.9324B,12,2022000250,0,02,기타지역,2,1
30.00,2022000250,084.4891C,13,2022000250,30,01,해당지역,1,1
-,2022000250,084.4891C,13,2022000250,0,02,기타지역,1,1
-,2022000250,084.4891C,13,2022000250,0,01,해당지역,2,1
-,2022000250,084.4891C,13,2022000250,0,02,기타지역,2,1
7.75,2022000248,058.8500A,01,2022000248,62,01,해당지역,1,8
-,2022000248,058.8500A,01,2022000248,0,02,기타지역,1,8
-,2022000248,058.8500A,01,2022000248,0,01,해당지역,2,8
-,2022000248,058.8500A,01,2022000248,0,02,기타지역,2,8
5.67,2022000248,058.1300B,02,2022000248,34,01,해당지역,1,6
-,2022000248,058.1300B,02,2022000248,194,02,기타지역,1,6
-,2022000248,058.1300B,02,2022000248,0,01,해당지역,2,6
-,2022000248,058.1300B,02,2022000248,0,02,기타지역,2,6
6.24,2022000248,058.0900C,03,2022000248,106,01,해당지역,1,17
-,2022000248,058.0900C,03,2022000248,0,02,기타지역,1,17
-,2022000248,058.0900C,03,2022000248,0,01,해당지역,2,17
-,2022000248,058.0900C,03,2022000248,0,02,기타지역,2,17
10.50,2022000248,059.8000 ,04,2022000248,84,01,해당지역,1,8
-,2022000248,059.8000 ,04,2022000248,0,02,기타지역,1,8
-,2022000248,059.8000 ,04,2022000248,0,01,해당지역,2,8
-,2022000248,059.8000 ,04,2022000248,0,02,기타지역,2,8
6.00,2022000248,122.5100F,05,2022000248,12,01,해당지역,1,2
-,2022000248,122.5100F,05,2022000248,0,02,기타지역,1,2
-,2022000248,122.5100F,05,2022000248,0,01,해당지역,2,2
-,2022000248,122.5100F,05,2022000248,0,02,기타지역,2,2
3.81,2022000247,084.9623A,01,2022000247,259,01,해당지역,1,68
-,2022000247,084.9623A,01,2022000247,29,02,기타지역,1,68
-,2022000247,084.9623A,01,2022000247,0,01,해당지역,2,68
-,2022000247,084.9623A,01,2022000247,0,02,기타지역,2,68
1.25,2022000247,084.9749B,02,2022000247,20,01,해당지역,1,16
-,2022000247,084.9749B,02,2022000247,3,02,기타지역,1,16
-,2022000247,084.9749B,02,2022000247,0,01,해당지역,2,16
-,2022000247,084.9749B,02,2022000247,0,02,기타지역,2,16
3.50,2022000247,084.9623C,03,2022000247,42,01,해당지역,1,12
-,2022000247,084.9623C,03,2022000247,8,02,기타지역,1,12
-,2022000247,084.9623C,03,2022000247,0,01,해당지역,2,12
-,2022000247,084.9623C,03,2022000247,0,02,기타지역,2,12
1.04,2022000247,102.3699 ,04,2022000247,25,01,해당지역,1,24
-,2022000247,102.3699 ,04,2022000247,11,02,기타지역,1,24
-,2022000247,102.3699 ,04,2022000247,0,01,해당지역,2,24
-,2022000247,102.3699 ,04,2022000247,0,02,기타지역,2,24
2.42,2022000247,102.3699P,05,2022000247,29,01,해당지역,1,12
-,2022000247,102.3699P,05,2022000247,7,02,기타지역,1,12
-,2022000247,102.3699P,05,2022000247,0,01,해당지역,2,12
-,2022000247,102.3699P,05,2022000247,0,02,기타지역,2,12
3.25,2022000247,130.0244 ,06,2022000247,26,01,해당지역,1,8
-,2022000247,130.0244 ,06,2022000247,0,02,기타지역,1,8
-,2022000247,130.0244 ,06,2022000247,0,01,해당지역,2,8
-,2022000247,130.0244 ,06,2022000247,0,02,기타지역,2,8
3.00,2022000247,130.0244P,07,2022000247,12,01,해당지역,1,4
-,2022000247,130.0244P,07,2022000247,1,02,기타지역,1,4
-,2022000247,130.0244P,07,2022000247,0,01,해당지역,2,4
-,2022000247,130.0244P,07,2022000247,0,02,기타지역,2,4
(△6),2022000247,137.0746 ,08,2022000247,6,01,해당지역,1,12
(△4),2022000247,137.0746 ,08,2022000247,2,02,기타지역,1,12
10.00,2022000247,137.0746 ,08,2022000247,40,01,해당지역,2,12
-,2022000247,137.0746 ,08,2022000247,16,02,기타지역,2,12
1.50,2022000247,168.1443 ,09,2022000247,6,01,해당지역,1,4
-,2022000247,168.1443 ,09,2022000247,0,02,기타지역,1,4
-,2022000247,168.1443 ,09,2022000247,0,01,해당지역,2,4
-,2022000247,168.1443 ,09,2022000247,0,02,기타지역,2,4
(△26),2022000246,065.6157 ,01,2022000246,23,01,해당지역,1,49
(△3),2022000246,065.6157 ,01,2022000246,23,02,기타지역,1,49
6.67,2022000246,065.6157 ,01,2022000246,20,01,해당지역,2,49
-,2022000246,065.6157 ,01,2022000246,14,02,기타지역,2,49
(△7),2022000246,074.9969A,02,2022000246,6,01,해당지역,1,13
(△4),2022000246,074.9969A,02,2022000246,3,02,기타지역,1,13
(△1),2022000246,074.9969A,02,2022000246,3,01,해당지역,2,13
1.00,2022000246,074.9969A,02,2022000246,1,02,기타지역,2,13
(△12),2022000246,074.1395B,03,2022000246,2,01,해당지역,1,14
(△12),2022000246,074.1395B,03,2022000246,0,02,기타지역,1,14
(△9),2022000246,074.1395B,03,2022000246,3,01,해당지역,2,14
(△5),2022000246,074.1395B,03,2022000246,4,02,기타지역,2,14
(△268),2022000246,084.9360A,04,2022000246,149,01,해당지역,1,417
